userid,age,area
287324801,31y - 40y,APAC
84029900,++50y,APAC
192634690,31y - 40y,EMEA
152289637,26y - 30y,NCSA
32932210,31y - 40y,EMEA
21036812,26y - 30y,EMEA
297505793,26y - 30y,APAC
79446372,19y - 25y,APAC
24063142,31y - 40y,EMEA
203694924,31y - 40y,APAC
79296955,++50y,APAC
96777472,41y - 50y,EMEA
167506981,<13y,APAC
306665290,<13y,APAC
185476362,26y - 30y,APAC
72504408,<13y,APAC
11481438,<13y,NCSA
221861096,++50y,EMEA
302621825,26y - 30y,NCSA
119469592,++50y,NCSA
206249249,16y - 18y,NCSA
113014010,26y - 30y,APAC
129047160,41y - 50y,EMEA
188894188,++50y,NCSA
160558346,13y - 15y,NCSA
305539715,31y - 40y,APAC
69489289,19y - 25y,NCSA
120840013,16y - 18y,APAC
45012533,13y - 15y,APAC
3621558,31y - 40y,EMEA
243755423,26y - 30y,APAC
204423482,13y - 15y,APAC
230679584,++50y,EMEA
11597211,41y - 50y,EMEA
181717224,19y - 25y,EMEA
154678067,++50y,NCSA
260374333,16y - 18y,EMEA
239107280,19y - 25y,NCSA
28119292,31y - 40y,APAC
128786995,16y - 18y,EMEA
285640144,++50y,EMEA
149599609,13y - 15y,NCSA
234315179,26y - 30y,NCSA
185815563,<13y,APAC
61964308,31y - 40y,NCSA
26758058,<13y,APAC
141049357,<13y,EMEA
216491151,16y - 18y,APAC
105412416,41y - 50y,NCSA
267062660,13y - 15y,EMEA
182361056,<13y,APAC
52087822,41y - 50y,EMEA
42415504,<13y,NCSA
288676741,26y - 30y,APAC
283467250,13y - 15y,EMEA
14063344,41y - 50y,APAC
134224599,16y - 18y,APAC
25191960,26y - 30y,NCSA
122216577,16y - 18y,NCSA
124387262,13y - 15y,EMEA
213426577,31y - 40y,NCSA
47170577,19y - 25y,EMEA
265523235,++50y,APAC
265124912,19y - 25y,EMEA
59881040,13y - 15y,APAC
40324299,<13y,APAC
165894148,<13y,EMEA
284633119,<13y,NCSA
290668584,<13y,EMEA
120885880,++50y,NCSA
88679318,<13y,EMEA
196369905,19y - 25y,NCSA
268267969,16y - 18y,NCSA
129878084,++50y,NCSA
89239102,<13y,EMEA
167004051,26y - 30y,NCSA
171528119,13y - 15y,EMEA
306116156,16y - 18y,NCSA
260740448,16y - 18y,NCSA
30424531,<13y,APAC
200508638,13y - 15y,APAC
203478821,19y - 25y,EMEA
278905774,31y - 40y,EMEA
227409118,26y - 30y,EMEA
4740388,19y - 25y,APAC
149191295,13y - 15y,EMEA
229889255,31y - 40y,NCSA
22194629,41y - 50y,APAC
171734167,<13y,EMEA
219536642,41y - 50y,EMEA
145472222,41y - 50y,EMEA
153119801,19y - 25y,EMEA
176420844,26y - 30y,NCSA
106755218,19y - 25y,EMEA
6120902,19y - 25y,EMEA
67567587,41y - 50y,EMEA
173879262,<13y,APAC
92487327,16y - 18y,APAC
225379756,41y - 50y,EMEA
127991345,++50y,EMEA
1878761,++50y,APAC
181691545,41y - 50y,EMEA
62426941,16y - 18y,APAC
35037718,++50y,APAC
238182949,<13y,APAC
221099,++50y,NCSA
53976993,31y - 40y,APAC
101706228,41y - 50y,NCSA
86362813,19y - 25y,EMEA
182948151,<13y,EMEA
132822496,13y - 15y,APAC
300176618,19y - 25y,APAC
77696284,31y - 40y,EMEA
14645893,26y - 30y,APAC
287234399,26y - 30y,EMEA
135398375,16y - 18y,EMEA
259057638,26y - 30y,EMEA
101232446,<13y,APAC
132716023,<13y,EMEA
133870221,<13y,EMEA
200844542,<13y,APAC
18809276,19y - 25y,APAC
196129591,26y - 30y,EMEA
163213785,16y - 18y,EMEA
130466217,++50y,EMEA
40586880,++50y,NCSA
44390668,31y - 40y,EMEA
133231404,++50y,EMEA
159164545,13y - 15y,EMEA
173433634,13y - 15y,NCSA
257277400,41y - 50y,EMEA
13022489,31y - 40y,EMEA
75570602,16y - 18y,NCSA
5939875,26y - 30y,EMEA
284822301,19y - 25y,EMEA
244802911,<13y,NCSA
134817326,26y - 30y,APAC
114812961,41y - 50y,EMEA
212875851,19y - 25y,NCSA
156114123,19y - 25y,NCSA
198815766,26y - 30y,NCSA
180016046,19y - 25y,EMEA
308492548,26y - 30y,APAC
104370731,16y - 18y,EMEA
197072539,++50y,APAC
70952399,<13y,NCSA
255708174,19y - 25y,NCSA
78014132,++50y,NCSA
201473431,31y - 40y,EMEA
839807,++50y,NCSA
176191248,26y - 30y,EMEA
194975010,26y - 30y,APAC
51082376,16y - 18y,APAC
112683021,31y - 40y,EMEA
221918966,31y - 40y,APAC
201931664,19y - 25y,EMEA
55153263,<13y,APAC
32050901,26y - 30y,NCSA
289623766,31y - 40y,NCSA
139817950,16y - 18y,APAC
122831035,26y - 30y,APAC
147208092,31y - 40y,NCSA
192104580,31y - 40y,EMEA
74555183,31y - 40y,EMEA
183083494,26y - 30y,NCSA
144080617,16y - 18y,APAC
7188577,<13y,EMEA
75988896,<13y,EMEA
274012351,<13y,NCSA
89899891,13y - 15y,EMEA
82287247,<13y,APAC
303309266,<13y,NCSA
187004799,19y - 25y,NCSA
74371146,16y - 18y,EMEA
234028995,26y - 30y,NCSA
75918517,<13y,NCSA
80402493,16y - 18y,APAC
117803885,41y - 50y,APAC
214491676,13y - 15y,APAC
63879477,13y - 15y,APAC
186725267,26y - 30y,EMEA
93093743,41y - 50y,EMEA
177731218,++50y,EMEA
207992589,26y - 30y,NCSA
281493363,13y - 15y,APAC
282072594,13y - 15y,EMEA
271233787,++50y,EMEA
47393511,16y - 18y,APAC
103437542,19y - 25y,APAC
19587710,16y - 18y,EMEA
77506573,++50y,APAC
166857215,++50y,APAC
5851773,41y - 50y,EMEA
170179706,16y - 18y,EMEA
231232805,19y - 25y,EMEA
290683105,19y - 25y,NCSA
75337267,16y - 18y,EMEA
272465963,++50y,APAC
269456058,<13y,NCSA
148506864,<13y,APAC
291875300,19y - 25y,NCSA
193907452,<13y,NCSA
252401162,<13y,APAC
190985513,13y - 15y,NCSA
896394,31y - 40y,APAC
135097764,41y - 50y,EMEA
9719066,19y - 25y,APAC
87382507,41y - 50y,EMEA
290725625,13y - 15y,EMEA
91616694,41y - 50y,EMEA
256325877,41y - 50y,EMEA
91731240,16y - 18y,EMEA
93572824,19y - 25y,NCSA
103659800,++50y,EMEA
225810941,19y - 25y,APAC
270568968,<13y,NCSA
304544154,<13y,APAC
241491656,13y - 15y,APAC
53105174,41y - 50y,APAC
127266906,31y - 40y,EMEA
31735705,++50y,EMEA
46732584,26y - 30y,EMEA
260865541,<13y,NCSA
233091525,19y - 25y,APAC
39869365,13y - 15y,EMEA
190489839,13y - 15y,APAC
193855865,13y - 15y,APAC
303507877,41y - 50y,NCSA
259361066,26y - 30y,EMEA
282066515,31y - 40y,NCSA
218953318,<13y,APAC
247639173,19y - 25y,NCSA
228173966,41y - 50y,NCSA
2964645,31y - 40y,EMEA
164607296,41y - 50y,APAC
245004054,13y - 15y,EMEA
108837693,<13y,APAC
33026995,19y - 25y,APAC
216861505,19y - 25y,APAC
245386893,16y - 18y,NCSA
176485200,26y - 30y,EMEA
289686567,31y - 40y,NCSA
103198515,26y - 30y,APAC
256536115,41y - 50y,NCSA
249323981,26y - 30y,EMEA
296686832,13y - 15y,NCSA
165090538,19y - 25y,EMEA
309537452,++50y,NCSA
191349996,41y - 50y,APAC
20010059,13y - 15y,NCSA
105558214,16y - 18y,EMEA
33427920,19y - 25y,EMEA
72530846,41y - 50y,APAC
19004657,16y - 18y,APAC
219400764,16y - 18y,EMEA
113160673,19y - 25y,NCSA
274293180,26y - 30y,NCSA
223310159,<13y,NCSA
230503036,19y - 25y,NCSA
171192693,16y - 18y,NCSA
121183890,31y - 40y,APAC
214648548,<13y,EMEA
83993648,++50y,APAC
18740260,<13y,NCSA
108608309,16y - 18y,NCSA
90960684,13y - 15y,APAC
13854383,<13y,APAC
252757919,<13y,NCSA
125386043,19y - 25y,NCSA
178742568,26y - 30y,APAC
134123028,16y - 18y,APAC
206397105,41y - 50y,EMEA
115898641,++50y,EMEA
224485051,31y - 40y,APAC
44722858,19y - 25y,NCSA
184499990,31y - 40y,EMEA
5600801,26y - 30y,NCSA
133492517,++50y,EMEA
303444220,26y - 30y,NCSA
157053323,<13y,EMEA
125872793,19y - 25y,EMEA
258535309,16y - 18y,NCSA
238087883,19y - 25y,APAC
240418592,31y - 40y,EMEA
159430513,<13y,EMEA
86965154,<13y,EMEA
54588854,16y - 18y,EMEA
67945814,16y - 18y,EMEA
307734894,31y - 40y,NCSA
118158660,16y - 18y,NCSA
276232693,13y - 15y,NCSA
50061138,41y - 50y,NCSA
101950486,41y - 50y,NCSA
139214898,++50y,APAC
262954598,13y - 15y,NCSA
49527786,26y - 30y,NCSA
207169854,13y - 15y,APAC
10372425,31y - 40y,NCSA
222661526,26y - 30y,EMEA
218450986,<13y,NCSA
202620662,26y - 30y,EMEA
16359921,<13y,EMEA
172013346,++50y,APAC
222680416,31y - 40y,NCSA
29731997,++50y,EMEA
133107718,26y - 30y,NCSA
18695997,26y - 30y,NCSA
236814770,19y - 25y,NCSA
169644186,++50y,EMEA
125754389,26y - 30y,NCSA
81096489,13y - 15y,EMEA
220889567,31y - 40y,NCSA
191865305,<13y,EMEA
215306531,26y - 30y,EMEA
255652398,26y - 30y,EMEA
217208442,<13y,APAC
36630208,41y - 50y,EMEA
261297867,++50y,APAC
217166146,<13y,APAC
150672056,16y - 18y,APAC
19185072,41y - 50y,NCSA
32025879,<13y,NCSA
66180025,41y - 50y,APAC
175847524,<13y,APAC
277404561,41y - 50y,APAC
172649574,19y - 25y,EMEA
299880168,41y - 50y,EMEA
783743,31y - 40y,NCSA
60432021,31y - 40y,EMEA
191482285,19y - 25y,NCSA
65853284,++50y,EMEA
249395939,13y - 15y,NCSA
122531389,13y - 15y,EMEA
167445949,19y - 25y,NCSA
80575881,<13y,NCSA
142966358,<13y,EMEA
13495280,<13y,NCSA
181638114,13y - 15y,APAC
265098805,31y - 40y,APAC
77114907,++50y,EMEA
82760295,16y - 18y,APAC
231228401,++50y,APAC
196185272,++50y,EMEA
275443116,19y - 25y,EMEA
172641521,++50y,NCSA
227607237,16y - 18y,APAC
69348395,26y - 30y,EMEA
260256580,41y - 50y,NCSA
201056331,++50y,NCSA
207853136,13y - 15y,APAC
221456543,<13y,APAC
131310986,19y - 25y,NCSA
237737794,26y - 30y,APAC
274011901,<13y,NCSA
285510164,41y - 50y,EMEA
125722541,13y - 15y,EMEA
190629052,<13y,EMEA
87092236,26y - 30y,APAC
26810038,41y - 50y,APAC
223243652,16y - 18y,APAC
233454878,31y - 40y,NCSA
114463964,19y - 25y,NCSA
51359027,13y - 15y,APAC
186188860,41y - 50y,EMEA
293283183,<13y,APAC
182499595,19y - 25y,APAC
34119776,<13y,APAC
108754810,<13y,EMEA
101861831,41y - 50y,APAC
259348528,26y - 30y,NCSA
184083802,13y - 15y,NCSA
112912767,13y - 15y,NCSA
18483845,26y - 30y,NCSA
142855852,41y - 50y,APAC
189068527,++50y,EMEA
160329462,16y - 18y,EMEA
115668445,16y - 18y,APAC
275720526,<13y,EMEA
256162110,<13y,APAC
72845235,++50y,APAC
161698915,<13y,EMEA
231636306,++50y,APAC
204853455,19y - 25y,APAC
284707867,26y - 30y,NCSA
132978782,16y - 18y,APAC
140435429,41y - 50y,NCSA
17529173,16y - 18y,EMEA
296235940,19y - 25y,NCSA
3658768,31y - 40y,NCSA
159613864,++50y,EMEA
188830806,26y - 30y,EMEA
194835819,16y - 18y,NCSA
35761730,16y - 18y,NCSA
289199223,31y - 40y,APAC
61920511,41y - 50y,NCSA
233303207,26y - 30y,EMEA
239144131,++50y,EMEA
85868828,<13y,EMEA
85441119,19y - 25y,APAC
183705414,41y - 50y,APAC
193895653,41y - 50y,APAC
137487751,26y - 30y,NCSA
177510204,31y - 40y,NCSA
95595356,26y - 30y,APAC
47847434,19y - 25y,NCSA
263050225,26y - 30y,EMEA
279640135,26y - 30y,APAC
217085385,<13y,APAC
110798290,16y - 18y,NCSA
130741271,<13y,EMEA
149011285,13y - 15y,EMEA
108128910,31y - 40y,NCSA
140037338,16y - 18y,EMEA
223858999,31y - 40y,APAC
68773615,16y - 18y,APAC
296037390,<13y,NCSA
104512217,41y - 50y,NCSA
259912115,41y - 50y,APAC
61703112,31y - 40y,APAC
279127112,16y - 18y,NCSA
144236009,41y - 50y,EMEA
160485211,26y - 30y,EMEA
16851601,<13y,APAC
198127441,++50y,EMEA
274319219,<13y,EMEA
276270186,41y - 50y,APAC
217787403,41y - 50y,EMEA
275427118,19y - 25y,EMEA
207338241,13y - 15y,APAC
219254210,19y - 25y,APAC
257784546,13y - 15y,NCSA
305854191,13y - 15y,APAC
31156151,19y - 25y,APAC
202404136,13y - 15y,EMEA
169157666,26y - 30y,NCSA
103804130,26y - 30y,NCSA
301973555,31y - 40y,APAC
255867866,<13y,APAC
276361061,26y - 30y,APAC
204146708,19y - 25y,NCSA
26913672,26y - 30y,APAC
171963390,19y - 25y,NCSA
299960315,41y - 50y,NCSA
295522387,26y - 30y,APAC
86776077,31y - 40y,NCSA
282402057,41y - 50y,NCSA
269572906,19y - 25y,EMEA
281214960,19y - 25y,APAC
219789832,19y - 25y,EMEA
15502074,16y - 18y,APAC
284476569,31y - 40y,NCSA
268025038,31y - 40y,EMEA
61748255,13y - 15y,EMEA
58859411,31y - 40y,EMEA
75837495,31y - 40y,APAC
309448603,++50y,EMEA
246132200,19y - 25y,NCSA
243193456,31y - 40y,APAC
139021044,<13y,NCSA
188163177,16y - 18y,EMEA
40975869,26y - 30y,EMEA
133815301,<13y,NCSA
138903895,19y - 25y,EMEA
298476352,13y - 15y,NCSA
304376592,<13y,NCSA
238964430,<13y,EMEA
131871128,41y - 50y,EMEA
48236752,13y - 15y,EMEA
202352357,13y - 15y,NCSA
18780934,41y - 50y,EMEA
274159925,<13y,APAC
69002393,26y - 30y,NCSA
162705133,<13y,APAC
288491898,++50y,EMEA
15972672,16y - 18y,APAC
287778793,13y - 15y,APAC
309176099,26y - 30y,EMEA
197427982,26y - 30y,EMEA
108194349,++50y,APAC
202012324,13y - 15y,EMEA
24879345,13y - 15y,EMEA
116175702,16y - 18y,APAC
72756569,26y - 30y,NCSA
150325653,13y - 15y,NCSA
206826767,13y - 15y,NCSA
237279007,19y - 25y,NCSA
270523620,26y - 30y,APAC
72640816,<13y,EMEA
85683794,19y - 25y,APAC
152801809,19y - 25y,NCSA
143625155,26y - 30y,APAC
299968002,13y - 15y,APAC
10782333,13y - 15y,NCSA
179479986,31y - 40y,NCSA
260610240,<13y,APAC
188956876,<13y,EMEA
86046267,13y - 15y,EMEA
244908285,13y - 15y,EMEA
253270259,++50y,NCSA
160062202,16y - 18y,EMEA
212319498,19y - 25y,NCSA
287963783,31y - 40y,EMEA
49842682,13y - 15y,EMEA
160498963,13y - 15y,NCSA
276525098,41y - 50y,APAC
68908292,<13y,NCSA
113403942,19y - 25y,EMEA
147389347,19y - 25y,APAC
275571392,31y - 40y,NCSA
190722141,13y - 15y,EMEA
14320903,16y - 18y,EMEA
87357060,13y - 15y,NCSA
193900172,41y - 50y,NCSA
133305557,++50y,NCSA
60179185,31y - 40y,EMEA
278736835,13y - 15y,EMEA
237220442,16y - 18y,APAC
107158592,<13y,APAC
178154074,<13y,EMEA
67411668,16y - 18y,EMEA
156234269,26y - 30y,NCSA
122253301,26y - 30y,EMEA
242116686,26y - 30y,NCSA
272600944,41y - 50y,NCSA
80395200,++50y,EMEA
80686105,19y - 25y,EMEA
206648636,13y - 15y,EMEA
65632401,++50y,APAC
281198473,16y - 18y,NCSA
11018163,19y - 25y,APAC
74107310,19y - 25y,NCSA
248292981,26y - 30y,APAC
218451660,<13y,NCSA
299520639,31y - 40y,APAC
231108092,<13y,NCSA
196143976,++50y,APAC
296154618,16y - 18y,EMEA
223116920,31y - 40y,EMEA
104757378,++50y,EMEA
124592639,<13y,EMEA
276091591,16y - 18y,EMEA
292779569,19y - 25y,NCSA
276874309,26y - 30y,NCSA
139058486,41y - 50y,APAC
232747938,26y - 30y,APAC
221623068,31y - 40y,EMEA
241216374,++50y,APAC
176192723,31y - 40y,APAC
101832612,19y - 25y,NCSA
38753790,19y - 25y,EMEA
272587989,13y - 15y,NCSA
144956369,26y - 30y,APAC
208374546,<13y,EMEA
243745466,<13y,APAC
105671535,13y - 15y,NCSA
75111478,19y - 25y,EMEA
215230992,<13y,NCSA
103916374,++50y,APAC
285555947,++50y,EMEA
133706827,<13y,NCSA
20808491,41y - 50y,EMEA
200927328,31y - 40y,EMEA
266726849,16y - 18y,APAC
268273794,31y - 40y,NCSA
75180257,<13y,APAC
250701551,26y - 30y,APAC
269199822,26y - 30y,APAC
173656476,16y - 18y,NCSA
41546618,++50y,EMEA
60967427,26y - 30y,NCSA
302454388,26y - 30y,APAC
145878153,41y - 50y,EMEA
276836411,41y - 50y,APAC
35476885,++50y,NCSA
267553429,31y - 40y,APAC
176398356,16y - 18y,EMEA
258778046,++50y,APAC
117014908,26y - 30y,EMEA
7771945,26y - 30y,APAC
195897784,31y - 40y,EMEA
74833863,41y - 50y,APAC
165683742,31y - 40y,APAC
104364278,16y - 18y,NCSA
279385413,13y - 15y,NCSA
306041854,31y - 40y,EMEA
108613849,31y - 40y,EMEA
105506393,19y - 25y,APAC
135922625,13y - 15y,EMEA
72036375,31y - 40y,EMEA
112147051,16y - 18y,NCSA
292638963,19y - 25y,EMEA
133181993,19y - 25y,EMEA
167109302,16y - 18y,NCSA
136667973,<13y,APAC
194078188,16y - 18y,EMEA
261424714,19y - 25y,EMEA
40026894,31y - 40y,APAC
83085964,31y - 40y,NCSA
247947161,31y - 40y,NCSA
254314307,26y - 30y,APAC
267649097,13y - 15y,APAC
294675640,16y - 18y,EMEA
45731274,41y - 50y,APAC
61497786,13y - 15y,EMEA
98484402,<13y,APAC
256877569,++50y,APAC
226331821,26y - 30y,APAC
168185702,19y - 25y,NCSA
99226297,13y - 15y,EMEA
155596381,26y - 30y,EMEA
33582216,31y - 40y,EMEA
232991686,<13y,APAC
209028133,19y - 25y,NCSA
227121942,13y - 15y,NCSA
143088620,41y - 50y,APAC
22288281,13y - 15y,APAC
299901481,41y - 50y,APAC
142372184,++50y,APAC
207800205,31y - 40y,APAC
256237149,41y - 50y,NCSA
216011058,19y - 25y,NCSA
282113094,++50y,APAC
201732742,19y - 25y,EMEA
148353043,13y - 15y,NCSA
204544338,++50y,APAC
1219084,19y - 25y,APAC
242172925,<13y,NCSA
187316866,++50y,EMEA
208012288,41y - 50y,EMEA
24633582,31y - 40y,APAC
5881381,19y - 25y,NCSA
43627098,13y - 15y,NCSA
201495871,16y - 18y,APAC
40860054,++50y,EMEA
120832535,<13y,NCSA
165687737,++50y,APAC
95244239,41y - 50y,NCSA
185350285,31y - 40y,NCSA
265105432,++50y,APAC
306829050,<13y,APAC
147248706,16y - 18y,APAC
270115763,26y - 30y,EMEA
44329862,<13y,EMEA
14008604,++50y,EMEA
163186403,41y - 50y,EMEA
215818718,<13y,NCSA
275155146,13y - 15y,NCSA
1240636,41y - 50y,APAC
228876241,16y - 18y,NCSA
112557695,13y - 15y,EMEA
89227712,13y - 15y,EMEA
281308663,++50y,APAC
55790990,31y - 40y,EMEA
273067153,<13y,EMEA
63417599,16y - 18y,NCSA
294126962,13y - 15y,NCSA
40675242,<13y,EMEA
222428594,41y - 50y,APAC
9746048,41y - 50y,APAC
25063347,41y - 50y,EMEA
185869478,41y - 50y,APAC
38302622,41y - 50y,NCSA
18671995,++50y,EMEA
19943236,26y - 30y,APAC
213587933,13y - 15y,APAC
95044815,13y - 15y,EMEA
170709340,19y - 25y,EMEA
138422345,19y - 25y,EMEA
84831009,13y - 15y,APAC
51979790,26y - 30y,APAC
146407631,41y - 50y,EMEA
285471725,++50y,EMEA
201955058,26y - 30y,NCSA
304866687,16y - 18y,NCSA
114456352,++50y,NCSA
296467928,19y - 25y,APAC
214648529,<13y,EMEA
52726402,26y - 30y,EMEA
298557190,26y - 30y,NCSA
101358611,41y - 50y,EMEA
193121106,26y - 30y,APAC
187353787,<13y,NCSA
121862047,13y - 15y,EMEA
43645454,26y - 30y,EMEA
126233021,19y - 25y,NCSA
162559030,<13y,NCSA
170020256,13y - 15y,EMEA
61872262,26y - 30y,NCSA
295689574,41y - 50y,NCSA
202276806,19y - 25y,APAC
63601997,19y - 25y,APAC
289654500,<13y,APAC
82376371,16y - 18y,NCSA
297823049,16y - 18y,NCSA
125443620,26y - 30y,NCSA
17607759,++50y,APAC
163320519,31y - 40y,NCSA
57084650,13y - 15y,EMEA
167324096,26y - 30y,APAC
53823593,41y - 50y,APAC
27484706,31y - 40y,NCSA
50579815,<13y,APAC
196263723,26y - 30y,EMEA
75687921,19y - 25y,EMEA
33981300,++50y,APAC
72878110,31y - 40y,EMEA
156219189,41y - 50y,APAC
260416161,26y - 30y,NCSA
257907340,31y - 40y,EMEA
21814688,41y - 50y,NCSA
248817554,31y - 40y,NCSA
2576201,26y - 30y,NCSA
303126174,41y - 50y,NCSA
226283139,13y - 15y,EMEA
12291475,16y - 18y,NCSA
200612265,++50y,EMEA
297266326,++50y,NCSA
151654922,41y - 50y,APAC
110464268,<13y,EMEA
237281515,19y - 25y,NCSA
230627262,26y - 30y,APAC
277919910,++50y,EMEA
35932113,++50y,APAC
214111915,31y - 40y,APAC
758767,31y - 40y,EMEA
60225449,++50y,EMEA
9999346,++50y,EMEA
79523213,<13y,EMEA
254558587,16y - 18y,NCSA
174577411,<13y,EMEA
93539916,31y - 40y,EMEA
78293260,<13y,APAC
264687943,26y - 30y,EMEA
273205611,<13y,NCSA
182636680,41y - 50y,APAC
56917145,<13y,NCSA
37877742,19y - 25y,NCSA
50247580,++50y,APAC
18157501,16y - 18y,EMEA
287823368,16y - 18y,EMEA
238712443,<13y,APAC
208450959,<13y,NCSA
157480599,<13y,NCSA
269104727,13y - 15y,APAC
249844194,13y - 15y,EMEA
281430111,26y - 30y,EMEA
104021133,16y - 18y,EMEA
240639028,++50y,APAC
64554528,13y - 15y,NCSA
71364686,41y - 50y,APAC
146609794,31y - 40y,NCSA
101842777,<13y,NCSA
134295338,26y - 30y,EMEA
224671666,<13y,EMEA
112343141,26y - 30y,EMEA
107297896,13y - 15y,NCSA
212735055,31y - 40y,EMEA
225151787,<13y,EMEA
262983671,++50y,EMEA
81854667,<13y,APAC
294753928,<13y,NCSA
113478717,31y - 40y,EMEA
207845308,41y - 50y,EMEA
97091139,19y - 25y,NCSA
199937602,++50y,EMEA
162386308,31y - 40y,EMEA
267959258,13y - 15y,NCSA
33447653,++50y,EMEA
92224475,19y - 25y,EMEA
206011485,16y - 18y,NCSA
76838267,13y - 15y,EMEA
214464232,26y - 30y,APAC
88493515,31y - 40y,NCSA
233860225,41y - 50y,EMEA
16999204,31y - 40y,EMEA
239535761,26y - 30y,NCSA
227445983,31y - 40y,APAC
249732263,++50y,EMEA
272144919,13y - 15y,EMEA
214059771,<13y,NCSA
87019342,41y - 50y,APAC
161051583,++50y,APAC
42887063,16y - 18y,APAC
39272477,++50y,EMEA
261487920,++50y,NCSA
270820638,26y - 30y,NCSA
149890186,13y - 15y,NCSA
233379188,31y - 40y,NCSA
88681763,41y - 50y,EMEA
214224731,++50y,APAC
81886107,16y - 18y,APAC
256580146,++50y,APAC
222759006,<13y,EMEA
45721825,31y - 40y,APAC
14655301,26y - 30y,APAC
110466842,31y - 40y,NCSA
231842488,<13y,EMEA
115214443,<13y,APAC
278851876,31y - 40y,NCSA
187670753,26y - 30y,NCSA
283271196,<13y,EMEA
287379207,<13y,APAC
128283530,++50y,APAC
168002871,13y - 15y,EMEA
238083301,16y - 18y,NCSA
237902200,41y - 50y,APAC
35694174,<13y,APAC
93162436,16y - 18y,EMEA
49675924,26y - 30y,NCSA
23885489,<13y,NCSA
264437552,31y - 40y,EMEA
266153575,41y - 50y,APAC
256271763,41y - 50y,NCSA
262625294,26y - 30y,APAC
108987619,31y - 40y,APAC
153424857,26y - 30y,EMEA
226446131,++50y,APAC
292889686,19y - 25y,NCSA
288987233,19y - 25y,NCSA
157584003,<13y,APAC
116162767,26y - 30y,EMEA
173007577,41y - 50y,NCSA
79448513,++50y,APAC
136555134,13y - 15y,EMEA
300207853,19y - 25y,NCSA
142601973,26y - 30y,APAC
143700226,19y - 25y,EMEA
133885680,19y - 25y,EMEA
148771958,19y - 25y,APAC
277505543,26y - 30y,NCSA
139590360,31y - 40y,APAC
91922096,41y - 50y,NCSA
22060897,++50y,NCSA
65630644,13y - 15y,NCSA
118850104,13y - 15y,EMEA
3253679,++50y,EMEA
82933633,++50y,NCSA
168794189,<13y,NCSA
12122889,++50y,EMEA
199034319,26y - 30y,EMEA
118522153,41y - 50y,NCSA
167168884,19y - 25y,APAC
121985374,19y - 25y,APAC
72493351,13y - 15y,APAC
254629260,16y - 18y,APAC
68916297,++50y,APAC
70481363,++50y,NCSA
110197616,19y - 25y,NCSA
294930833,19y - 25y,EMEA
187841056,<13y,NCSA
167042979,<13y,APAC
273502552,19y - 25y,NCSA
79035258,++50y,APAC
166279446,41y - 50y,NCSA
269287454,41y - 50y,EMEA
259173347,<13y,NCSA
88465647,41y - 50y,NCSA
234847854,41y - 50y,NCSA
230172498,16y - 18y,EMEA
248051198,19y - 25y,EMEA
297000241,13y - 15y,APAC
287037862,26y - 30y,NCSA
94291695,19y - 25y,APAC
68024461,++50y,EMEA
12205455,<13y,APAC
247286161,41y - 50y,APAC
28166248,13y - 15y,EMEA
150463405,16y - 18y,NCSA
153814417,++50y,NCSA
191922125,41y - 50y,APAC
37777151,<13y,NCSA
78436026,<13y,NCSA
82342111,13y - 15y,EMEA
45120014,19y - 25y,APAC
78468130,13y - 15y,NCSA
101123148,<13y,NCSA
187719479,41y - 50y,EMEA
173312340,<13y,APAC
268789299,13y - 15y,EMEA
135289611,41y - 50y,EMEA
217357033,31y - 40y,APAC
26198048,<13y,APAC
267923729,31y - 40y,NCSA
27258202,<13y,APAC
257151272,16y - 18y,NCSA
261696617,13y - 15y,APAC
301092758,13y - 15y,NCSA
5410902,++50y,NCSA
269564368,19y - 25y,EMEA
211868580,31y - 40y,NCSA
290648277,26y - 30y,APAC
217877218,13y - 15y,EMEA
159706152,31y - 40y,EMEA
203861720,41y - 50y,NCSA
79181224,16y - 18y,APAC
168888515,19y - 25y,APAC
10621906,16y - 18y,NCSA
49832992,<13y,EMEA
83714624,<13y,APAC
70051820,26y - 30y,EMEA
52353873,13y - 15y,APAC
285533942,<13y,APAC
187293916,26y - 30y,APAC
241446363,13y - 15y,NCSA
161054109,19y - 25y,APAC
130702720,16y - 18y,EMEA
246080172,19y - 25y,NCSA
106855734,26y - 30y,NCSA
228784352,31y - 40y,APAC
91452274,++50y,APAC
4943805,16y - 18y,EMEA
198732448,31y - 40y,EMEA
124047539,41y - 50y,NCSA
224022269,26y - 30y,NCSA
195342270,26y - 30y,APAC
178191381,++50y,EMEA
244622508,13y - 15y,APAC
170107674,16y - 18y,APAC
182600663,26y - 30y,EMEA
305576175,26y - 30y,EMEA
40740920,41y - 50y,EMEA
268825948,19y - 25y,EMEA
168634432,13y - 15y,NCSA
37889467,++50y,NCSA
74024148,41y - 50y,NCSA
10655975,41y - 50y,APAC
294811373,41y - 50y,EMEA
75086756,16y - 18y,NCSA
110495055,<13y,EMEA
201992632,41y - 50y,EMEA
148458205,41y - 50y,APAC
55018155,26y - 30y,NCSA
258768700,26y - 30y,NCSA
229530758,31y - 40y,APAC
61450069,<13y,EMEA
274441168,13y - 15y,EMEA
287770394,19y - 25y,APAC
58563001,<13y,EMEA
162698261,41y - 50y,EMEA
13973296,41y - 50y,EMEA
46335734,13y - 15y,APAC
102049290,13y - 15y,EMEA
246323583,26y - 30y,APAC
